time,day_of_week,weather,power_consumption_kWh,solar_irradiance_Wm2,solar_generation_kWh
2024-07-25 04:00,3,Night,0.47,0.0,0.0
2024-07-25 05:00,3,Night,1.15,0.0,0.0
2024-07-25 06:00,3,Sunny,1.5,229.87,1.057
2024-07-25 07:00,3,Sunny,1.25,229.09,1.054
2024-07-25 08:00,3,Cloudy,1.53,186.06,0.856
2024-07-25 09:00,3,Rainy,0.87,45.97,0.211
2024-07-25 10:00,3,Rainy,0.59,47.65,0.219
2024-07-25 11:00,3,Cloudy,0.79,205.3,0.944
2024-07-25 12:00,3,Rainy,0.61,79.29,0.365
2024-07-25 13:00,3,Rainy,0.68,96.05,0.442
2024-07-25 14:00,3,Rainy,0.68,73.41,0.338
2024-07-25 15:00,3,Rainy,0.61,49.95,0.23
2024-07-25 16:00,3,Rainy,0.6,46.38,0.213
2024-07-25 17:00,3,Rainy,2.55,55.85,0.257
2024-07-25 18:00,3,Night,1.51,0.0,0.0
2024-07-25 19:00,3,Night,1.68,0.0,0.0
2024-07-25 20:00,3,Night,1.87,0.0,0.0
2024-07-25 21:00,3,Night,1.59,0.0,0.0
2024-07-25 22:00,3,Night,2.6,0.0,0.0
2024-07-25 23:00,3,Night,1.04,0.0,0.0
2024-07-26 00:00,4,Night,0.46,0.0,0.0
2024-07-26 01:00,4,Night,0.67,0.0,0.0
2024-07-26 02:00,4,Night,0.53,0.0,0.0
2024-07-26 03:00,4,Night,0.64,0.0,0.0
2024-07-26 04:00,4,Cloudy,0.31,0.0,0.0
2024-07-26 05:00,4,Cloudy,1.4,0.0,0.0
2024-07-26 06:00,4,Cloudy,1.36,197.12,0.907
2024-07-26 07:00,4,Sunny,1.97,423.41,1.948
2024-07-26 08:00,4,Sunny,1.56,384.71,1.77
2024-07-26 09:00,4,Sunny,0.52,753.96,3.468
2024-07-26 10:00,4,Sunny,0.69,581.63,2.675
2024-07-26 11:00,4,Cloudy,0.71,210.82,0.97
2024-07-26 12:00,4,Rainy,0.82,79.68,0.367
2024-07-26 13:00,4,Rainy,0.65,81.03,0.373
2024-07-26 14:00,4,Cloudy,0.64,328.76,1.512
2024-07-26 15:00,4,Stormy,0.83,0.0,0.0
2024-07-26 16:00,4,Stormy,0.9,0.0,0.0
2024-07-26 17:00,4,Sunny,2.73,490.76,2.258
2024-07-26 18:00,4,Night,1.98,0.0,0.0
2024-07-26 19:00,4,Night,2.59,0.0,0.0
2024-07-26 20:00,4,Rainy,2.58,0.0,0.0
2024-07-26 21:00,4,Rainy,1.83,0.0,0.0
2024-07-26 22:00,4,Rainy,2.4,0.0,0.0
2024-07-26 23:00,4,Cloudy,0.84,0.0,0.0
2024-07-27 00:00,5,Rainy,0.98,0.0,0.0
2024-07-27 01:00,5,Rainy,0.6,0.0,0.0
2024-07-27 02:00,5,Cloudy,0.56,0.0,0.0
2024-07-27 03:00,5,Night,0.79,0.0,0.0
2024-07-27 04:00,5,Night,0.64,0.0,0.0
2024-07-27 05:00,5,Cloudy,0.86,0.0,0.0
2024-07-27 06:00,5,Sunny,1.41,330.88,1.522
2024-07-27 07:00,5,Cloudy,1.55,108.61,0.5
2024-07-27 08:00,5,Rainy,1.71,39.68,0.183
2024-07-27 09:00,5,Rainy,1.59,57.69,0.265
2024-07-27 10:00,5,Rainy,1.01,44.21,0.203
2024-07-27 11:00,5,Rainy,1.19,61.53,0.283
2024-07-27 12:00,5,Rainy,1.7,80.51,0.37
2024-07-27 13:00,5,Sunny,1.69,685.38,3.153
2024-07-27 14:00,5,Rainy,1.0,70.1,0.322
2024-07-27 15:00,5,Sunny,1.51,626.75,2.883
2024-07-27 16:00,5,Sunny,1.82,650.75,2.993
2024-07-27 17:00,5,Cloudy,2.39,206.78,0.951
2024-07-27 18:00,5,Night,2.23,0.0,0.0
2024-07-27 19:00,5,Night,3.03,0.0,0.0
2024-07-27 20:00,5,Night,1.91,0.0,0.0
2024-07-27 21:00,5,Cloudy,2.89,0.0,0.0
2024-07-27 22:00,5,Night,1.99,0.0,0.0
2024-07-27 23:00,5,Cloudy,1.39,0.0,0.0
2024-07-28 00:00,6,Cloudy,0.8,0.0,0.0
2024-07-28 01:00,6,Cloudy,0.7,0.0,0.0
2024-07-28 02:00,6,Night,0.92,0.0,0.0
2024-07-28 03:00,6,Stormy,0.97,0.0,0.0
2024-07-28 04:00,6,Stormy,0.59,0.0,0.0
2024-07-28 05:00,6,Rainy,0.63,0.0,0.0
2024-07-28 06:00,6,Cloudy,1.97,89.39,0.411
2024-07-28 07:00,6,Cloudy,1.29,124.12,0.571
2024-07-28 08:00,6,Cloudy,1.77,182.88,0.841
2024-07-28 09:00,6,Cloudy,1.44,266.37,1.225
2024-07-28 10:00,6,Rainy,1.3,63.8,0.293
2024-07-28 11:00,6,Stormy,1.37,0.0,0.0
2024-07-28 12:00,6,Stormy,1.17,0.0,0.0
2024-07-28 13:00,6,Sunny,1.86,884.11,4.067
2024-07-28 14:00,6,Cloudy,1.25,279.0,1.283
2024-07-28 15:00,6,Cloudy,1.25,198.9,0.915
2024-07-28 16:00,6,Cloudy,1.84,251.65,1.158
2024-07-28 17:00,6,Rainy,2.0,52.69,0.242
2024-07-28 18:00,6,Cloudy,2.75,0.0,0.0
2024-07-28 19:00,6,Night,3.02,0.0,0.0
2024-07-28 20:00,6,Cloudy,3.0,0.0,0.0
2024-07-28 21:00,6,Stormy,2.47,0.0,0.0
2024-07-28 22:00,6,Stormy,1.96,0.0,0.0
2024-07-28 23:00,6,Stormy,1.06,0.0,0.0
2024-07-29 00:00,0,Stormy,0.45,0.0,0.0
2024-07-29 01:00,0,Cloudy,0.56,0.0,0.0
2024-07-29 02:00,0,Night,0.69,0.0,0.0
2024-07-29 03:00,0,Night,0.56,0.0,0.0
2024-07-29 04:00,0,Night,0.35,0.0,0.0
2024-07-29 05:00,0,Cloudy,1.39,0.0,0.0
2024-07-29 06:00,0,Sunny,1.18,341.54,1.571
2024-07-29 07:00,0,Sunny,1.48,492.86,2.267
2024-07-29 08:00,0,Sunny,1.88,476.22,2.191
2024-07-29 09:00,0,Sunny,0.9,537.39,2.472
2024-07-29 10:00,0,Sunny,0.63,735.46,3.383
2024-07-29 11:00,0,Sunny,0.58,556.39,2.559
2024-07-29 12:00,0,Sunny,0.61,821.47,3.779
2024-07-29 13:00,0,Sunny,0.67,762.26,3.506
2024-07-29 14:00,0,Sunny,0.88,736.17,3.386
2024-07-29 15:00,0,Sunny,0.52,612.77,2.819
2024-07-29 16:00,0,Sunny,0.87,591.83,2.722
2024-07-29 17:00,0,Sunny,1.69,373.14,1.716
2024-07-29 18:00,0,Night,2.0,0.0,0.0
2024-07-29 19:00,0,Night,2.14,0.0,0.0
2024-07-29 20:00,0,Night,1.7,0.0,0.0
2024-07-29 21:00,0,Night,1.52,0.0,0.0
2024-07-29 22:00,0,Night,2.19,0.0,0.0
2024-07-29 23:00,0,Night,1.04,0.0,0.0
2024-07-30 00:00,1,Night,0.54,0.0,0.0
2024-07-30 01:00,1,Night,0.36,0.0,0.0
2024-07-30 02:00,1,Rainy,0.49,0.0,0.0
2024-07-30 03:00,1,Rainy,0.45,0.0,0.0
2024-07-30 04:00,1,Stormy,0.51,0.0,0.0
2024-07-30 05:00,1,Stormy,1.46,0.0,0.0
2024-07-30 06:00,1,Stormy,1.27,0.0,0.0
2024-07-30 07:00,1,Rainy,1.98,39.13,0.18
2024-07-30 08:00,1,Rainy,1.35,44.1,0.203
2024-07-30 09:00,1,Cloudy,0.55,223.64,1.029
2024-07-30 10:00,1,Sunny,0.62,587.4,2.702
2024-07-30 11:00,1,Sunny,0.54,713.33,3.281
2024-07-30 12:00,1,Cloudy,0.8,401.64,1.848
2024-07-30 13:00,1,Sunny,0.89,937.99,4.315
2024-07-30 14:00,1,Sunny,0.84,825.54,3.797
2024-07-30 15:00,1,Sunny,0.62,706.05,3.248
2024-07-30 16:00,1,Sunny,0.81,668.78,3.076
2024-07-30 17:00,1,Cloudy,2.83,171.66,0.79
2024-07-30 18:00,1,Night,2.54,0.0,0.0
2024-07-30 19:00,1,Night,1.99,0.0,0.0
2024-07-30 20:00,1,Night,1.7,0.0,0.0
2024-07-30 21:00,1,Rainy,1.64,0.0,0.0
2024-07-30 22:00,1,Rainy,2.41,0.0,0.0
2024-07-30 23:00,1,Cloudy,0.95,0.0,0.0
2024-07-31 00:00,2,Night,0.47,0.0,0.0
2024-07-31 01:00,2,Cloudy,0.53,0.0,0.0
2024-07-31 02:00,2,Night,0.57,0.0,0.0
2024-07-31 03:00,2,Cloudy,0.34,0.0,0.0
2024-07-31 04:00,2,Night,0.41,0.0,0.0
2024-07-31 05:00,2,Rainy,1.42,0.0,0.0
2024-07-31 06:00,2,Sunny,1.13,369.33,1.699
2024-07-31 07:00,2,Cloudy,1.96,103.46,0.476
2024-07-31 08:00,2,Cloudy,1.2,166.1,0.764
2024-07-31 09:00,2,Stormy,0.67,0.0,0.0
2024-07-31 10:00,2,Stormy,0.85,0.0,0.0
2024-07-31 11:00,2,Stormy,0.53,0.0,0.0
2024-07-31 12:00,2,Stormy,0.63,0.0,0.0
2024-07-31 13:00,2,Rainy,0.54,86.85,0.4
2024-07-31 14:00,2,Rainy,0.5,84.27,0.388
2024-07-31 15:00,2,Rainy,0.76,49.05,0.226
2024-07-31 16:00,2,Rainy,0.81,42.79,0.197
2024-07-31 17:00,2,Cloudy,2.93,188.96,0.869
2024-07-31 18:00,2,Cloudy,2.13,0.0,0.0
2024-07-31 19:00,2,Stormy,1.99,0.0,0.0
2024-07-31 20:00,2,Cloudy,2.7,0.0,0.0
2024-07-31 21:00,2,Cloudy,1.65,0.0,0.0
2024-07-31 22:00,2,Cloudy,1.7,0.0,0.0
2024-07-31 23:00,2,Night,0.98,0.0,0.0
2024-08-01 00:00,3,Night,0.56,0.0,0.0
2024-08-01 01:00,3,Night,0.56,0.0,0.0
2024-08-01 02:00,3,Night,0.49,0.0,0.0
2024-08-01 03:00,3,Night,0.36,0.0,0.0
2024-08-01 04:00,3,Night,0.42,0.0,0.0
2024-08-01 05:00,3,Night,1.26,0.0,0.0
2024-08-01 06:00,3,Sunny,1.33,355.47,1.635
2024-08-01 07:00,3,Sunny,1.83,300.63,1.383
2024-08-01 08:00,3,Sunny,1.72,424.1,1.951
2024-08-01 09:00,3,Cloudy,0.78,209.13,0.962
2024-08-01 10:00,3,Sunny,0.8,521.96,2.401
2024-08-01 11:00,3,Sunny,0.71,716.94,3.298
2024-08-01 12:00,3,Sunny,0.55,840.29,3.865
2024-08-01 13:00,3,Stormy,0.51,0.0,0.0
2024-08-01 14:00,3,Stormy,0.51,0.0,0.0
2024-08-01 15:00,3,Sunny,0.81,697.01,3.206
2024-08-01 16:00,3,Sunny,0.87,743.64,3.421
2024-08-01 17:00,3,Sunny,1.72,525.03,2.415
2024-08-01 18:00,3,Night,2.21,0.0,0.0
2024-08-01 19:00,3,Night,2.36,0.0,0.0
2024-08-01 20:00,3,Night,2.24,0.0,0.0
2024-08-01 21:00,3,Night,2.34,0.0,0.0
2024-08-01 22:00,3,Rainy,1.79,0.0,0.0
2024-08-01 23:00,3,Night,0.98,0.0,0.0
2024-08-02 00:00,4,Night,0.32,0.0,0.0
2024-08-02 01:00,4,Night,0.53,0.0,0.0
2024-08-02 02:00,4,Night,0.57,0.0,0.0
2024-08-02 03:00,4,Rainy,0.44,0.0,0.0
2024-08-02 04:00,4,Cloudy,0.46,0.0,0.0
2024-08-02 05:00,4,Cloudy,1.42,0.0,0.0
2024-08-02 06:00,4,Cloudy,1.19,114.72,0.528
2024-08-02 07:00,4,Rainy,1.22,34.81,0.16
2024-08-02 08:00,4,Cloudy,1.96,172.03,0.791
2024-08-02 09:00,4,Rainy,0.8,56.23,0.259
2024-08-02 10:00,4,Rainy,0.53,63.99,0.294
2024-08-02 11:00,4,Rainy,0.55,58.57,0.269
2024-08-02 12:00,4,Rainy,0.79,71.38,0.328
2024-08-02 13:00,4,Rainy,0.78,80.3,0.369
2024-08-02 14:00,4,Sunny,0.53,938.09,4.315
2024-08-02 15:00,4,Sunny,0.56,390.89,1.798
2024-08-02 16:00,4,Cloudy,0.83,246.58,1.134
2024-08-02 17:00,4,Sunny,1.8,424.1,1.951
2024-08-02 18:00,4,Cloudy,2.67,0.0,0.0
2024-08-02 19:00,4,Night,2.28,0.0,0.0
2024-08-02 20:00,4,Night,2.23,0.0,0.0
2024-08-02 21:00,4,Stormy,2.51,0.0,0.0
2024-08-02 22:00,4,Stormy,1.87,0.0,0.0
2024-08-02 23:00,4,Night,1.11,0.0,0.0
2024-08-03 00:00,5,Night,0.96,0.0,0.0
2024-08-03 01:00,5,Night,0.63,0.0,0.0
2024-08-03 02:00,5,Night,0.68,0.0,0.0
2024-08-03 03:00,5,Night,0.64,0.0,0.0
2024-08-03 04:00,5,Cloudy,0.69,0.0,0.0
2024-08-03 05:00,5,Rainy,0.9,0.0,0.0
2024-08-03 06:00,5,Sunny,1.33,467.45,2.15
2024-08-03 07:00,5,Sunny,1.41,264.66,1.217
2024-08-03 08:00,5,Sunny,1.27,297.55,1.369
2024-08-03 09:00,5,Sunny,1.05,697.86,3.21
2024-08-03 10:00,5,Cloudy,1.65,246.24,1.133
2024-08-03 11:00,5,Rainy,1.81,47.34,0.218
2024-08-03 12:00,5,Rainy,1.99,84.19,0.387
2024-08-03 13:00,5,Stormy,1.74,0.0,0.0
2024-08-03 14:00,5,Rainy,1.06,82.11,0.378
2024-08-03 15:00,5,Rainy,1.69,51.29,0.236
2024-08-03 16:00,5,Rainy,1.73,47.48,0.218
2024-08-03 17:00,5,Cloudy,2.51,272.59,1.254
2024-08-03 18:00,5,Cloudy,2.02,0.0,0.0
2024-08-03 19:00,5,Rainy,2.59,0.0,0.0
2024-08-03 20:00,5,Night,2.03,0.0,0.0
2024-08-03 21:00,5,Night,1.98,0.0,0.0
2024-08-03 22:00,5,Night,2.74,0.0,0.0
2024-08-03 23:00,5,Rainy,1.49,0.0,0.0
2024-08-04 00:00,6,Rainy,0.93,0.0,0.0
2024-08-04 01:00,6,Cloudy,0.79,0.0,0.0
2024-08-04 02:00,6,Night,0.71,0.0,0.0
2024-08-04 03:00,6,Night,0.52,0.0,0.0
2024-08-04 04:00,6,Stormy,0.78,0.0,0.0
2024-08-04 05:00,6,Rainy,0.72,0.0,0.0
2024-08-04 06:00,6,Stormy,1.7,0.0,0.0
2024-08-04 07:00,6,Stormy,1.68,0.0,0.0
2024-08-04 08:00,6,Cloudy,1.49,98.91,0.455
2024-08-04 09:00,6,Cloudy,1.99,228.43,1.051
2024-08-04 10:00,6,Rainy,1.06,64.15,0.295
2024-08-04 11:00,6,Cloudy,1.04,300.15,1.381
2024-08-04 12:00,6,Stormy,1.58,0.0,0.0
2024-08-04 13:00,6,Sunny,1.43,727.11,3.345
2024-08-04 14:00,6,Sunny,1.45,784.09,3.607
2024-08-04 15:00,6,Sunny,1.47,380.98,1.753
2024-08-04 16:00,6,Sunny,1.72,510.01,2.346
2024-08-04 17:00,6,Rainy,1.89,66.55,0.306
2024-08-04 18:00,6,Rainy,2.95,0.0,0.0
2024-08-04 19:00,6,Rainy,3.16,0.0,0.0
2024-08-04 20:00,6,Rainy,2.2,0.0,0.0
2024-08-04 21:00,6,Night,2.27,0.0,0.0
2024-08-04 22:00,6,Night,1.84,0.0,0.0
2024-08-04 23:00,6,Night,1.37,0.0,0.0
2024-08-05 00:00,0,Night,0.34,0.0,0.0
2024-08-05 01:00,0,Cloudy,0.51,0.0,0.0
2024-08-05 02:00,0,Night,0.47,0.0,0.0
2024-08-05 03:00,0,Night,0.7,0.0,0.0
2024-08-05 04:00,0,Night,0.56,0.0,0.0
2024-08-05 05:00,0,Night,1.17,0.0,0.0
2024-08-05 06:00,0,Rainy,1.4,44.38,0.204
2024-08-05 07:00,0,Rainy,1.97,30.25,0.139
2024-08-05 08:00,0,Cloudy,1.94,163.42,0.752
2024-08-05 09:00,0,Cloudy,0.86,184.68,0.85
2024-08-05 10:00,0,Cloudy,0.8,197.98,0.911
2024-08-05 11:00,0,Rainy,0.57,50.7,0.233
2024-08-05 12:00,0,Cloudy,0.56,369.86,1.701
2024-08-05 13:00,0,Cloudy,0.63,323.04,1.486
2024-08-05 14:00,0,Sunny,0.59,817.81,3.762
2024-08-05 15:00,0,Sunny,0.74,643.33,2.959
2024-08-05 16:00,0,Sunny,0.83,391.24,1.8
2024-08-05 17:00,0,Sunny,2.85,451.72,2.078
2024-08-05 18:00,0,Night,1.94,0.0,0.0
2024-08-05 19:00,0,Night,2.01,0.0,0.0
2024-08-05 20:00,0,Night,2.02,0.0,0.0
2024-08-05 21:00,0,Night,2.23,0.0,0.0
2024-08-05 22:00,0,Night,2.21,0.0,0.0
2024-08-05 23:00,0,Night,0.73,0.0,0.0
2024-08-06 00:00,1,Night,0.63,0.0,0.0
2024-08-06 01:00,1,Night,0.64,0.0,0.0
2024-08-06 02:00,1,Night,0.52,0.0,0.0
2024-08-06 03:00,1,Night,0.58,0.0,0.0
2024-08-06 04:00,1,Night,0.38,0.0,0.0
2024-08-06 05:00,1,Night,1.28,0.0,0.0
2024-08-06 06:00,1,Sunny,1.15,245.65,1.13
2024-08-06 07:00,1,Cloudy,1.41,172.49,0.793
2024-08-06 08:00,1,Sunny,1.54,287.76,1.324
2024-08-06 09:00,1,Sunny,0.54,497.73,2.29
2024-08-06 10:00,1,Sunny,0.6,530.84,2.442
2024-08-06 11:00,1,Sunny,0.7,459.9,2.116
2024-08-06 12:00,1,Sunny,0.51,819.81,3.771
2024-08-06 13:00,1,Sunny,0.57,838.48,3.857
2024-08-06 14:00,1,Cloudy,0.7,300.47,1.382
2024-08-06 15:00,1,Rainy,0.85,69.08,0.318
2024-08-06 16:00,1,Cloudy,0.59,318.9,1.467
2024-08-06 17:00,1,Sunny,1.51,714.02,3.285
2024-08-06 18:00,1,Night,2.12,0.0,0.0
2024-08-06 19:00,1,Night,2.76,0.0,0.0
2024-08-06 20:00,1,Night,1.97,0.0,0.0
2024-08-06 21:00,1,Night,1.87,0.0,0.0
2024-08-06 22:00,1,Night,1.81,0.0,0.0
2024-08-06 23:00,1,Cloudy,1.14,0.0,0.0
2024-08-07 00:00,2,Cloudy,0.47,0.0,0.0
2024-08-07 01:00,2,Cloudy,0.67,0.0,0.0
2024-08-07 02:00,2,Night,0.4,0.0,0.0
2024-08-07 03:00,2,Night,0.37,0.0,0.0
2024-08-07 04:00,2,Night,0.46,0.0,0.0
2024-08-07 05:00,2,Night,1.45,0.0,0.0
2024-08-07 06:00,2,Sunny,1.18,454.51,2.091
2024-08-07 07:00,2,Cloudy,1.12,199.09,0.916
2024-08-07 08:00,2,Cloudy,1.28,133.53,0.614
2024-08-07 09:00,2,Cloudy,0.57,222.03,1.021
2024-08-07 10:00,2,Rainy,0.76,76.37,0.351
2024-08-07 11:00,2,Cloudy,0.61,195.96,0.901
2024-08-07 12:00,2,Rainy,0.79,71.58,0.329
2024-08-07 13:00,2,Rainy,0.53,90.82,0.418
2024-08-07 14:00,2,Rainy,0.8,77.6,0.357
2024-08-07 15:00,2,Cloudy,0.52,142.67,0.656
2024-08-07 16:00,2,Rainy,0.59,60.21,0.277
2024-08-07 17:00,2,Rainy,2.61,60.2,0.277
2024-08-07 18:00,2,Night,2.22,0.0,0.0
2024-08-07 19:00,2,Night,2.93,0.0,0.0
2024-08-07 20:00,2,Night,1.62,0.0,0.0
2024-08-07 21:00,2,Cloudy,1.93,0.0,0.0
2024-08-07 22:00,2,Cloudy,2.4,0.0,0.0
2024-08-07 23:00,2,Cloudy,0.95,0.0,0.0
2024-08-08 00:00,3,Night,0.55,0.0,0.0
2024-08-08 01:00,3,Night,0.66,0.0,0.0
2024-08-08 02:00,3,Cloudy,0.69,0.0,0.0
2024-08-08 03:00,3,Cloudy,0.42,0.0,0.0
2024-08-08 04:00,3,Cloudy,0.41,0.0,0.0
2024-08-08 05:00,3,Night,1.31,0.0,0.0
2024-08-08 06:00,3,Cloudy,1.05,169.08,0.778
2024-08-08 07:00,3,Rainy,1.85,31.16,0.143
2024-08-08 08:00,3,Rainy,1.71,40.89,0.188
2024-08-08 09:00,3,Rainy,0.72,60.35,0.278
2024-08-08 10:00,3,Rainy,0.69,65.9,0.303
2024-08-08 11:00,3,Rainy,0.89,63.72,0.293
2024-08-08 12:00,3,Rainy,0.53,85.81,0.395
2024-08-08 13:00,3,Rainy,0.88,79.7,0.367
2024-08-08 14:00,3,Sunny,0.73,786.7,3.619
2024-08-08 15:00,3,Sunny,0.64,662.04,3.045
2024-08-08 16:00,3,Cloudy,0.73,243.03,1.118
2024-08-08 17:00,3,Sunny,1.97,429.66,1.976
2024-08-08 18:00,3,Cloudy,1.56,0.0,0.0
2024-08-08 19:00,3,Rainy,2.87,0.0,0.0
2024-08-08 20:00,3,Rainy,2.11,0.0,0.0
2024-08-08 21:00,3,Rainy,1.75,0.0,0.0
2024-08-08 22:00,3,Rainy,1.79,0.0,0.0
2024-08-08 23:00,3,Rainy,0.95,0.0,0.0
2024-08-09 00:00,4,Rainy,0.5,0.0,0.0
2024-08-09 01:00,4,Rainy,0.62,0.0,0.0
2024-08-09 02:00,4,Cloudy,0.66,0.0,0.0
2024-08-09 03:00,4,Cloudy,0.6,0.0,0.0
2024-08-09 04:00,4,Night,0.44,0.0,0.0
2024-08-09 05:00,4,Night,1.25,0.0,0.0
2024-08-09 06:00,4,Sunny,1.33,460.55,2.119
2024-08-09 07:00,4,Cloudy,1.15,150.65,0.693
2024-08-09 08:00,4,Sunny,1.53,299.22,1.376
2024-08-09 09:00,4,Sunny,0.51,524.05,2.411
2024-08-09 10:00,4,Sunny,0.75,585.23,2.692
2024-08-09 11:00,4,Sunny,0.68,586.23,2.697
2024-08-09 12:00,4,Sunny,0.5,893.16,4.109
2024-08-09 13:00,4,Sunny,0.59,932.26,4.288
2024-08-09 14:00,4,Sunny,0.64,1031.43,4.745
2024-08-09 15:00,4,Rainy,0.86,60.96,0.28
2024-08-09 16:00,4,Cloudy,0.81,196.04,0.902
2024-08-09 17:00,4,Rainy,1.75,60.82,0.28
2024-08-09 18:00,4,Night,2.25,0.0,0.0
2024-08-09 19:00,4,Rainy,2.77,0.0,0.0
2024-08-09 20:00,4,Night,1.77,0.0,0.0
2024-08-09 21:00,4,Night,2.89,0.0,0.0
2024-08-09 22:00,4,Night,1.67,0.0,0.0
2024-08-09 23:00,4,Night,1.02,0.0,0.0
2024-08-10 00:00,5,Night,0.78,0.0,0.0
2024-08-10 01:00,5,Rainy,0.82,0.0,0.0
2024-08-10 02:00,5,Rainy,0.73,0.0,0.0
2024-08-10 03:00,5,Night,0.69,0.0,0.0
2024-08-10 04:00,5,Night,0.58,0.0,0.0
2024-08-10 05:00,5,Night,0.58,0.0,0.0
2024-08-10 06:00,5,Sunny,1.45,401.1,1.845
2024-08-10 07:00,5,Sunny,1.24,334.83,1.54
2024-08-10 08:00,5,Sunny,1.85,361.53,1.663
2024-08-10 09:00,5,Sunny,1.78,514.25,2.366
2024-08-10 10:00,5,Sunny,1.06,579.17,2.664
2024-08-10 11:00,5,Sunny,1.93,714.39,3.286
2024-08-10 12:00,5,Cloudy,1.31,316.99,1.458
2024-08-10 13:00,5,Sunny,1.37,1026.27,4.721
2024-08-10 14:00,5,Sunny,1.56,671.84,3.09
2024-08-10 15:00,5,Sunny,1.1,534.85,2.46
2024-08-10 16:00,5,Sunny,1.05,566.23,2.605
2024-08-10 17:00,5,Sunny,2.83,535.86,2.465
2024-08-10 18:00,5,Cloudy,1.89,0.0,0.0
2024-08-10 19:00,5,Cloudy,2.67,0.0,0.0
2024-08-10 20:00,5,Night,2.77,0.0,0.0
2024-08-10 21:00,5,Stormy,2.53,0.0,0.0
2024-08-10 22:00,5,Night,1.9,0.0,0.0
2024-08-10 23:00,5,Night,1.03,0.0,0.0
2024-08-11 00:00,6,Rainy,0.51,0.0,0.0
2024-08-11 01:00,6,Rainy,0.8,0.0,0.0
2024-08-11 02:00,6,Rainy,0.53,0.0,0.0
2024-08-11 03:00,6,Rainy,0.78,0.0,0.0
2024-08-11 04:00,6,Rainy,0.85,0.0,0.0
2024-08-11 05:00,6,Rainy,0.51,0.0,0.0
2024-08-11 06:00,6,Rainy,1.84,50.83,0.234
2024-08-11 07:00,6,Sunny,1.28,500.91,2.304
2024-08-11 08:00,6,Sunny,1.38,251.86,1.159
2024-08-11 09:00,6,Cloudy,1.09,237.79,1.094
2024-08-11 10:00,6,Cloudy,1.38,206.0,0.948
2024-08-11 11:00,6,Cloudy,1.92,203.39,0.936
2024-08-11 12:00,6,Sunny,1.52,905.53,4.165
2024-08-11 13:00,6,Sunny,1.64,878.08,4.039
2024-08-11 14:00,6,Sunny,1.42,909.13,4.182
2024-08-11 15:00,6,Sunny,1.15,558.88,2.571
2024-08-11 16:00,6,Cloudy,1.7,293.08,1.348
2024-08-11 17:00,6,Cloudy,2.02,173.18,0.797
2024-08-11 18:00,6,Stormy,2.12,0.0,0.0
2024-08-11 19:00,6,Night,2.45,0.0,0.0
2024-08-11 20:00,6,Night,1.95,0.0,0.0
2024-08-11 21:00,6,Night,2.45,0.0,0.0
2024-08-11 22:00,6,Night,2.96,0.0,0.0
2024-08-11 23:00,6,Night,1.31,0.0,0.0
2024-08-12 00:00,0,Rainy,0.57,0.0,0.0
2024-08-12 01:00,0,Rainy,0.5,0.0,0.0
2024-08-12 02:00,0,Rainy,0.37,0.0,0.0
2024-08-12 03:00,0,Rainy,0.3,0.0,0.0
2024-08-12 04:00,0,Rainy,0.5,0.0,0.0
2024-08-12 05:00,0,Rainy,1.24,0.0,0.0
2024-08-12 06:00,0,Sunny,1.06,463.98,2.134
2024-08-12 07:00,0,Sunny,1.99,289.4,1.331
2024-08-12 08:00,0,Stormy,1.48,0.0,0.0
2024-08-12 09:00,0,Cloudy,0.8,184.24,0.847
2024-08-12 10:00,0,Cloudy,0.83,236.65,1.089
2024-08-12 11:00,0,Cloudy,0.66,257.4,1.184
2024-08-12 12:00,0,Sunny,0.85,713.12,3.28
2024-08-12 13:00,0,Stormy,0.57,0.0,0.0
2024-08-12 14:00,0,Rainy,0.76,82.52,0.38
2024-08-12 15:00,0,Rainy,0.88,56.83,0.261
2024-08-12 16:00,0,Rainy,0.6,39.45,0.181
2024-08-12 17:00,0,Sunny,2.67,611.49,2.813
2024-08-12 18:00,0,Night,2.07,0.0,0.0
2024-08-12 19:00,0,Night,2.84,0.0,0.0
2024-08-12 20:00,0,Night,1.78,0.0,0.0
2024-08-12 21:00,0,Cloudy,2.35,0.0,0.0
2024-08-12 22:00,0,Cloudy,1.66,0.0,0.0
2024-08-12 23:00,0,Cloudy,1.09,0.0,0.0
2024-08-13 00:00,1,Cloudy,0.48,0.0,0.0
2024-08-13 01:00,1,Stormy,0.37,0.0,0.0
2024-08-13 02:00,1,Stormy,0.38,0.0,0.0
2024-08-13 03:00,1,Stormy,0.45,0.0,0.0
2024-08-13 04:00,1,Stormy,0.65,0.0,0.0
2024-08-13 05:00,1,Rainy,1.31,0.0,0.0
2024-08-13 06:00,1,Sunny,1.1,287.86,1.324
2024-08-13 07:00,1,Sunny,1.45,447.09,2.057
2024-08-13 08:00,1,Sunny,1.24,493.11,2.268
2024-08-13 09:00,1,Sunny,0.59,614.68,2.828
2024-08-13 10:00,1,Sunny,0.63,486.64,2.239
2024-08-13 11:00,1,Sunny,0.77,716.23,3.295
2024-08-13 12:00,1,Sunny,0.64,864.86,3.978
2024-08-13 13:00,1,Rainy,0.67,78.02,0.359
2024-08-13 14:00,1,Rainy,0.82,85.34,0.393
2024-08-13 15:00,1,Rainy,0.87,65.44,0.301
2024-08-13 16:00,1,Rainy,0.72,76.48,0.352
2024-08-13 17:00,1,Rainy,1.96,76.96,0.354
